,Country,TotalCases,TotalDeaths,TotalRecovered,date
2155,Monaco,1,0.0,0.0,3/3/20
2154,North Macedonia,1,0.0,0.0,3/3/20
2153,Luxembourg,1,0.0,0.0,3/3/20
2152,Lithuania,1,0.0,0.0,3/3/20
2151,Latvia,1,0.0,0.0,3/3/20
2150,Jordan,1,0.0,0.0,3/3/20
2149,Ireland,1,0.0,0.0,3/3/20
2148,Estonia,1,0.0,0.0,3/3/20
2147,Dominican Republic,1,0.0,0.0,3/3/20
2146,Cambodia,1,0.0,1.0,3/3/20
2145,Belarus,1,0.0,0.0,3/3/20
2144,Armenia,1,0.0,0.0,3/3/20
2143,Andorra,1,0.0,0.0,3/3/20
2142,Afghanistan,1,0.0,0.0,3/3/20
2141,Portugal,2,0.0,0.0,3/3/20
2140,Indonesia,2,0.0,0.0,3/3/20
2139,Egypt,2,0.0,1.0,3/3/20
2138,Brazil,2,0.0,0.0,3/3/20
2137,Russia,3,0.0,2.0,3/3/20
2136,Georgia,3,0.0,0.0,3/3/20
2135,Azerbaijan,3,0.0,0.0,3/3/20
2134,Philippines,3,1.0,2.0,3/3/20
2133,Romania,4,0.0,1.0,3/3/20
2132,Pakistan,5,0.0,0.0,3/3/20
2131,Czechia,5,0.0,0.0,3/3/20
2130,Algeria,5,0.0,0.0,3/3/20
2129,Mexico,6,0.0,1.0,3/3/20
2128,India,6,0.0,3.0,3/3/20
2127,Denmark,6,0.0,0.0,3/3/20
2126,Greece,7,0.0,0.0,3/3/20
2125,Finland,7,0.0,1.0,3/3/20
2124,Ecuador,7,0.0,0.0,3/3/20
2123,Qatar,8,0.0,0.0,3/3/20
2122,Croatia,9,0.0,0.0,3/3/20
2121,Macao,10,0.0,9.0,3/3/20
2120,San Marino,10,1.0,0.0,3/3/20
2119,Iceland,11,0.0,1.0,3/3/20
2118,Oman,12,0.0,2.0,3/3/20
2117,Israel,12,0.0,1.0,3/3/20
2116,Lebanon,13,0.0,0.0,3/3/20
2115,Belgium,13,0.0,1.0,3/3/20
2114,Vietnam,16,0.0,16.0,3/3/20
2113,U.A.E.,21,0.0,5.0,3/3/20
2112,Sweden,24,0.0,1.0,3/3/20
2111,Netherlands,24,0.0,0.0,3/3/20
2110,Austria,24,0.0,0.0,3/3/20
2109,Canada,29,0.0,7.0,3/3/20
2108,Norway,32,0.0,0.0,3/3/20
2107,Iraq,32,0.0,0.0,3/3/20
2106,Malaysia,36,0.0,22.0,3/3/20
2105,Australia,39,1.0,15.0,3/3/20
2104,Taiwan,42,1.0,12.0,3/3/20
2103,Thailand,43,1.0,30.0,3/3/20
2102,Bahrain,49,0.0,0.0,3/3/20
2101,U.K.,51,0.0,8.0,3/3/20
2100,Kuwait,56,0.0,0.0,3/3/20
2099,Switzerland,57,0.0,2.0,3/3/20
2098,Hong Kong,101,2.0,37.0,3/3/20
2097,USA,108,9.0,9.0,3/3/20
2096,Singapore,110,0.0,78.0,3/3/20
2095,Spain,165,1.0,2.0,3/3/20
2094,Germany,196,0.0,16.0,3/3/20
2093,France,204,4.0,12.0,3/3/20
2092,Japan,293,6.0,43.0,3/3/20
2091,Diamond Princess,706,6.0,100.0,3/3/20
2090,Iran,2336,77.0,435.0,3/3/20
2089,Italy,2502,79.0,160.0,3/3/20
2088,S. Korea,5186,34.0,34.0,3/3/20
2087,China,80152,2945.0,47397.0,3/3/20
2086,Poland,1,0.0,0.0,3/4/20
2085,Liechtenstein,1,0.0,0.0,3/4/20
2084,Faeroe Islands,1,0.0,0.0,3/4/20
2083,Argentina,1,0.0,0.0,3/4/20
2082,Ukraine,1,0.0,0.0,3/4/20
2081,Tunisia,1,0.0,0.0,3/4/20
2080,Sri Lanka,1,0.0,1.0,3/4/20
2079,Saudi Arabia,1,0.0,0.0,3/4/20
2078,Nigeria,1,0.0,0.0,3/4/20
2077,Nepal,1,0.0,1.0,3/4/20
2076,Morocco,1,0.0,0.0,3/4/20
2075,Monaco,1,0.0,0.0,3/4/20
2074,North Macedonia,1,0.0,0.0,3/4/20
2073,Luxembourg,1,0.0,0.0,3/4/20
2072,Lithuania,1,0.0,0.0,3/4/20
2071,Latvia,1,0.0,0.0,3/4/20
2070,Jordan,1,0.0,0.0,3/4/20
2069,Dominican Republic,1,0.0,0.0,3/4/20
2068,Cambodia,1,0.0,1.0,3/4/20
2067,Armenia,1,0.0,0.0,3/4/20
2066,Andorra,1,0.0,0.0,3/4/20
2065,Afghanistan,1,0.0,0.0,3/4/20
2064,Hungary,2,0.0,0.0,3/4/20
2063,Chile,2,0.0,0.0,3/4/20
2062,Senegal,2,0.0,0.0,3/4/20
2061,New Zealand,2,0.0,0.0,3/4/20
2060,Ireland,2,0.0,0.0,3/4/20
2059,Indonesia,2,0.0,0.0,3/4/20
2058,Estonia,2,0.0,0.0,3/4/20
2057,Egypt,2,0.0,1.0,3/4/20
2056,Brazil,2,0.0,0.0,3/4/20
2055,Russia,3,0.0,2.0,3/4/20
2054,Georgia,3,0.0,0.0,3/4/20
2053,Azerbaijan,3,0.0,0.0,3/4/20
2052,Philippines,3,1.0,2.0,3/4/20
2051,Portugal,5,0.0,0.0,3/4/20
2050,Pakistan,5,0.0,0.0,3/4/20
2049,Romania,6,0.0,1.0,3/4/20
2048,Mexico,6,0.0,1.0,3/4/20
2047,Belarus,6,0.0,0.0,3/4/20
2046,Finland,7,0.0,1.0,3/4/20
2045,Qatar,8,0.0,0.0,3/4/20
2044,Czechia,8,0.0,0.0,3/4/20
2043,Greece,9,0.0,0.0,3/4/20
2042,Croatia,9,0.0,0.0,3/4/20
2041,Ecuador,10,0.0,0.0,3/4/20
2040,Denmark,10,0.0,0.0,3/4/20
2039,Macao,10,0.0,9.0,3/4/20
2038,Algeria,12,0.0,0.0,3/4/20
2037,Oman,15,0.0,2.0,3/4/20
2036,Lebanon,15,0.0,0.0,3/4/20
2035,Israel,15,0.0,1.0,3/4/20
2034,Vietnam,16,0.0,16.0,3/4/20
2033,San Marino,16,1.0,0.0,3/4/20
2032,Belgium,23,0.0,1.0,3/4/20
2031,Iceland,26,0.0,1.0,3/4/20
2030,U.A.E.,27,0.0,5.0,3/4/20
2029,India,28,0.0,3.0,3/4/20
2028,Austria,29,0.0,0.0,3/4/20
2027,Canada,33,0.0,7.0,3/4/20
2026,Sweden,35,0.0,1.0,3/4/20
2025,Iraq,35,0.0,0.0,3/4/20
2024,Netherlands,38,0.0,0.0,3/4/20
2023,Taiwan,42,1.0,12.0,3/4/20
2022,Thailand,43,1.0,30.0,3/4/20
2021,Malaysia,50,0.0,22.0,3/4/20
2020,Australia,50,2.0,21.0,3/4/20
2019,Bahrain,52,0.0,1.0,3/4/20
2018,Norway,56,0.0,0.0,3/4/20
2017,Kuwait,56,0.0,0.0,3/4/20
2016,U.K.,85,0.0,8.0,3/4/20
2015,Switzerland,90,0.0,3.0,3/4/20
2014,Hong Kong,103,2.0,37.0,3/4/20
2013,Singapore,110,0.0,78.0,3/4/20
2012,USA,137,11.0,9.0,3/4/20
2011,Spain,222,2.0,2.0,3/4/20
2010,France,257,4.0,12.0,3/4/20
2009,Germany,262,0.0,16.0,3/4/20
2008,Japan,331,6.0,43.0,3/4/20
2007,Diamond Princess,706,6.0,212.0,3/4/20
2006,Iran,2922,92.0,552.0,3/4/20
2005,Italy,3089,107.0,276.0,3/4/20
2004,S. Korea,5621,35.0,41.0,3/4/20
2003,China,80282,2981.0,50003.0,3/4/20
2002,South Africa,1,0.0,0.0,3/5/20
2001,Poland,1,0.0,0.0,3/5/20
2000,Liechtenstein,1,0.0,0.0,3/5/20
1999,Argentina,1,0.0,0.0,3/5/20
1998,Ukraine,1,0.0,0.0,3/5/20
1997,Tunisia,1,0.0,0.0,3/5/20
1996,Sri Lanka,1,0.0,1.0,3/5/20
1995,Nigeria,1,0.0,0.0,3/5/20
1994,Nepal,1,0.0,1.0,3/5/20
1993,Monaco,1,0.0,0.0,3/5/20
1992,North Macedonia,1,0.0,0.0,3/5/20
1991,Luxembourg,1,0.0,0.0,3/5/20
1990,Lithuania,1,0.0,0.0,3/5/20
1989,Latvia,1,0.0,1.0,3/5/20
1988,Jordan,1,0.0,0.0,3/5/20
1987,Dominican Republic,1,0.0,0.0,3/5/20
1986,Cambodia,1,0.0,1.0,3/5/20
1985,Armenia,1,0.0,0.0,3/5/20
1984,Andorra,1,0.0,0.0,3/5/20
1983,Afghanistan,1,0.0,0.0,3/5/20
1982,Hungary,2,0.0,0.0,3/5/20
1981,Bosnia and Herzegovina,2,0.0,0.0,3/5/20
1980,Morocco,2,0.0,0.0,3/5/20
1979,Indonesia,2,0.0,0.0,3/5/20
1978,Slovenia,3,0.0,0.0,3/5/20
1977,Chile,3,0.0,0.0,3/5/20
1976,New Zealand,3,0.0,0.0,3/5/20
1975,Estonia,3,0.0,0.0,3/5/20
1974,Egypt,3,0.0,1.0,3/5/20
1973,Philippines,3,1.0,2.0,3/5/20
1972,Senegal,4,0.0,0.0,3/5/20
1971,Russia,4,0.0,2.0,3/5/20
1970,Georgia,4,0.0,0.0,3/5/20
1969,Brazil,4,0.0,0.0,3/5/20
1968,Saudi Arabia,5,0.0,1.0,3/5/20
1967,Pakistan,5,0.0,0.0,3/5/20
1966,Romania,6,0.0,1.0,3/5/20
1965,Mexico,6,0.0,1.0,3/5/20
1964,Belarus,6,0.0,0.0,3/5/20
1963,Azerbaijan,6,0.0,0.0,3/5/20
1962,Palestine,7,0.0,0.0,3/5/20
1961,Ireland,7,0.0,0.0,3/5/20
1960,Qatar,8,0.0,0.0,3/5/20
1959,Portugal,9,0.0,0.0,3/5/20
1958,Croatia,10,0.0,0.0,3/5/20
1957,Macao,10,0.0,9.0,3/5/20
1956,Finland,12,0.0,1.0,3/5/20
1955,Czechia,12,0.0,0.0,3/5/20
1954,Ecuador,13,0.0,0.0,3/5/20
1953,Vietnam,16,0.0,16.0,3/5/20
1952,Oman,16,0.0,2.0,3/5/20
1951,Lebanon,16,0.0,0.0,3/5/20
1950,Israel,17,0.0,2.0,3/5/20
1949,Algeria,17,0.0,0.0,3/5/20
1948,Denmark,20,0.0,0.0,3/5/20
1947,San Marino,21,1.0,0.0,3/5/20
1946,UAE,28,0.0,5.0,3/5/20
1945,India,30,0.0,3.0,3/5/20
1944,Greece,31,0.0,0.0,3/5/20
1943,Iceland,34,0.0,0.0,3/5/20
1942,Iraq,35,3.0,0.0,3/5/20
1941,Canada,37,0.0,8.0,3/5/20
1940,Austria,41,0.0,2.0,3/5/20
1939,Taiwan,44,1.0,12.0,3/5/20
1938,Thailand,47,1.0,31.0,3/5/20
1937,Belgium,50,0.0,1.0,3/5/20
1936,Australia,53,2.0,21.0,3/5/20
1935,Malaysia,55,0.0,22.0,3/5/20
1934,Bahrain,55,0.0,4.0,3/5/20
1933,Kuwait,58,0.0,0.0,3/5/20
1932,Netherlands,82,0.0,0.0,3/5/20
1931,Norway,89,0.0,0.0,3/5/20
1930,Sweden,94,0.0,1.0,3/5/20
1929,Hong Kong,105,2.0,37.0,3/5/20
1928,Switzerland,114,1.0,3.0,3/5/20
1927,UK,116,1.0,8.0,3/5/20
1926,Singapore,117,0.0,81.0,3/5/20
1925,USA,190,11.0,9.0,3/5/20
1924,Spain,259,3.0,3.0,3/5/20
1923,Japan,361,6.0,43.0,3/5/20
1922,France,377,6.0,12.0,3/5/20
1921,Germany,543,0.0,17.0,3/5/20
1920,Diamond Princess,696,6.0,212.0,3/5/20
1919,Iran,3513,107.0,739.0,3/5/20
1918,Italy,3858,148.0,414.0,3/5/20
1917,S. Korea,6088,40.0,135.0,3/5/20
1916,China,80430,3013.0,52259.0,3/5/20
1915,Togo,1,0.0,0.0,3/6/20
1914,South Africa,1,0.0,0.0,3/6/20
1913,Slovakia,1,0.0,0.0,3/6/20
1912,Serbia,1,0.0,0.0,3/6/20
1911,Peru,1,0.0,0.0,3/6/20
1910,Liechtenstein,1,0.0,0.0,3/6/20
1909,Vatican City,1,0.0,0.0,3/6/20
1908,Gibraltar,1,0.0,0.0,3/6/20
1907,Costa Rica,1,0.0,0.0,3/6/20
1906,Colombia,1,0.0,0.0,3/6/20
1905,Bhutan,1,0.0,0.0,3/6/20
1904,Ukraine,1,0.0,0.0,3/6/20
1903,Tunisia,1,0.0,0.0,3/6/20
1902,Sri Lanka,1,0.0,1.0,3/6/20
1901,Nigeria,1,0.0,0.0,3/6/20
1900,Nepal,1,0.0,1.0,3/6/20
1899,Monaco,1,0.0,0.0,3/6/20
1898,Lithuania,1,0.0,0.0,3/6/20
1897,Latvia,1,0.0,1.0,3/6/20
1896,Jordan,1,0.0,0.0,3/6/20
1895,Cambodia,1,0.0,1.0,3/6/20
1894,Armenia,1,0.0,0.0,3/6/20
1893,Andorra,1,0.0,0.0,3/6/20
1892,Afghanistan,1,0.0,0.0,3/6/20
1891,Cameroon,2,0.0,0.0,3/6/20
1890,Morocco,2,0.0,0.0,3/6/20
1889,Dominican Republic,2,0.0,0.0,3/6/20
1888,Bosnia and Herzegovina,3,0.0,0.0,3/6/20
1887,North Macedonia,3,0.0,0.0,3/6/20
1886,Luxembourg,3,0.0,0.0,3/6/20
1885,Hungary,4,0.0,0.0,3/6/20
1884,Senegal,4,0.0,0.0,3/6/20
1883,New Zealand,4,0.0,0.0,3/6/20
1882,Indonesia,4,0.0,0.0,3/6/20
1881,Poland,5,0.0,0.0,3/6/20
1880,Chile,5,0.0,0.0,3/6/20
1879,Saudi Arabia,5,0.0,1.0,3/6/20
1878,Philippines,5,1.0,2.0,3/6/20
1877,Pakistan,6,0.0,1.0,3/6/20
1876,Mexico,6,0.0,1.0,3/6/20
1875,Belarus,6,0.0,0.0,3/6/20
1874,Azerbaijan,6,0.0,0.0,3/6/20
1873,Slovenia,8,0.0,0.0,3/6/20
1872,Argentina,8,0.0,0.0,3/6/20
1871,Romania,9,0.0,3.0,3/6/20
1870,Georgia,9,0.0,0.0,3/6/20
1869,Estonia,10,0.0,0.0,3/6/20
1868,Macao,10,0.0,9.0,3/6/20
1867,Qatar,11,0.0,0.0,3/6/20
1866,Croatia,11,0.0,0.0,3/6/20
1865,Russia,13,0.0,2.0,3/6/20
1864,Portugal,13,0.0,0.0,3/6/20
1863,Ecuador,13,0.0,0.0,3/6/20
1862,Brazil,13,0.0,0.0,3/6/20
1861,Finland,15,0.0,1.0,3/6/20
1860,Egypt,15,0.0,1.0,3/6/20
1859,Palestine,16,0.0,0.0,3/6/20
1858,Oman,16,0.0,2.0,3/6/20
1857,Vietnam,17,0.0,16.0,3/6/20
1856,Algeria,17,0.0,0.0,3/6/20
1855,Ireland,18,0.0,0.0,3/6/20
1854,Czechia,19,0.0,0.0,3/6/20
1853,Israel,21,0.0,2.0,3/6/20
1852,Lebanon,22,0.0,0.0,3/6/20
1851,Denmark,23,0.0,1.0,3/6/20
1850,San Marino,23,1.0,0.0,3/6/20
1849,India,31,0.0,3.0,3/6/20
1848,Iceland,43,0.0,0.0,3/6/20
1847,UAE,45,0.0,5.0,3/6/20
1846,Greece,45,0.0,0.0,3/6/20
1845,Taiwan,45,1.0,15.0,3/6/20
1844,Thailand,48,1.0,31.0,3/6/20
1843,Iraq,48,4.0,1.0,3/6/20
1842,Canada,52,0.0,8.0,3/6/20
1841,Kuwait,58,0.0,1.0,3/6/20
1840,Bahrain,60,0.0,4.0,3/6/20
1839,Australia,63,2.0,22.0,3/6/20
1838,Austria,66,0.0,2.0,3/6/20
1837,Malaysia,83,0.0,23.0,3/6/20
1836,Hong Kong,108,2.0,51.0,3/6/20
1835,Belgium,109,0.0,1.0,3/6/20
1834,Norway,127,0.0,1.0,3/6/20
1833,Netherlands,128,1.0,0.0,3/6/20
1832,Singapore,130,0.0,82.0,3/6/20
1831,Sweden,137,0.0,1.0,3/6/20
1830,UK,164,2.0,18.0,3/6/20
1829,Switzerland,214,1.0,3.0,3/6/20
1828,USA,310,15.0,15.0,3/6/20
1827,Spain,401,8.0,6.0,3/6/20
1826,Japan,420,6.0,46.0,3/6/20
1825,France,653,9.0,12.0,3/6/20
1824,Germany,670,0.0,17.0,3/6/20
1823,Diamond Princess,696,6.0,212.0,3/6/20
1822,Italy,4636,197.0,523.0,3/6/20
1821,Iran,4747,124.0,913.0,3/6/20
1820,S. Korea,6593,43.0,135.0,3/6/20
1819,China,80576,3042.0,53929.0,3/6/20
1818,Togo,1,0.0,0.0,3/7/20
1817,Serbia,1,0.0,0.0,3/7/20
1816,Peru,1,0.0,0.0,3/7/20
1815,Paraguay,1,0.0,0.0,3/7/20
1814,Moldova,1,0.0,0.0,3/7/20
1813,Liechtenstein,1,0.0,0.0,3/7/20
1812,Vatican City,1,0.0,0.0,3/7/20
1811,Gibraltar,1,0.0,0.0,3/7/20
1810,Costa Rica,1,0.0,0.0,3/7/20
1809,Colombia,1,0.0,0.0,3/7/20
1808,Bhutan,1,0.0,0.0,3/7/20
1807,Ukraine,1,0.0,0.0,3/7/20
1806,Tunisia,1,0.0,0.0,3/7/20
1805,Sri Lanka,1,0.0,1.0,3/7/20
1804,Nigeria,1,0.0,0.0,3/7/20
1803,Nepal,1,0.0,1.0,3/7/20
1802,Monaco,1,0.0,0.0,3/7/20
1801,Lithuania,1,0.0,0.0,3/7/20
1800,Latvia,1,0.0,1.0,3/7/20
1799,Jordan,1,0.0,0.0,3/7/20
1798,Armenia,1,0.0,0.0,3/7/20
1797,Andorra,1,0.0,0.0,3/7/20
1796,South Africa,2,0.0,0.0,3/7/20
1795,Maldives,2,0.0,0.0,3/7/20
1794,Faeroe Islands,2,0.0,0.0,3/7/20
1793,Cameroon,2,0.0,0.0,3/7/20
1792,Morocco,2,0.0,0.0,3/7/20
1791,Dominican Republic,2,0.0,0.0,3/7/20
1790,Cambodia,2,0.0,1.0,3/7/20
1789,Slovakia,3,0.0,0.0,3/7/20
1788,Malta,3,0.0,0.0,3/7/20
1787,Bosnia and Herzegovina,3,0.0,0.0,3/7/20
1786,North Macedonia,3,0.0,0.0,3/7/20
1785,Luxembourg,3,0.0,0.0,3/7/20
1784,Senegal,4,0.0,1.0,3/7/20
1783,Indonesia,4,0.0,0.0,3/7/20
1782,Afghanistan,4,0.0,0.0,3/7/20
1781,Hungary,5,0.0,0.0,3/7/20
1780,Chile,5,0.0,0.0,3/7/20
1779,New Zealand,5,0.0,0.0,3/7/20
1778,Poland,6,0.0,0.0,3/7/20
1777,Pakistan,6,0.0,1.0,3/7/20
1776,Mexico,6,0.0,1.0,3/7/20
1775,Belarus,6,0.0,0.0,3/7/20
1774,Philippines,6,1.0,2.0,3/7/20
1773,Saudi Arabia,7,0.0,1.0,3/7/20
1772,Argentina,8,0.0,0.0,3/7/20
1771,Azerbaijan,9,0.0,0.0,3/7/20
1770,Estonia,10,0.0,0.0,3/7/20
1769,Macao,10,0.0,10.0,3/7/20
1768,Slovenia,12,0.0,0.0,3/7/20
1767,Qatar,12,0.0,0.0,3/7/20
1766,Croatia,12,0.0,0.0,3/7/20
1765,Romania,13,0.0,3.0,3/7/20
1764,Georgia,13,0.0,0.0,3/7/20
1763,Russia,14,0.0,2.0,3/7/20
1762,Ecuador,14,0.0,0.0,3/7/20
1761,Brazil,14,0.0,0.0,3/7/20
1760,Oman,16,0.0,2.0,3/7/20
1759,Palestine,19,0.0,0.0,3/7/20
1758,Ireland,19,0.0,0.0,3/7/20
1757,Finland,19,0.0,1.0,3/7/20
1756,Algeria,19,0.0,0.0,3/7/20
1755,Vietnam,20,0.0,16.0,3/7/20
1754,Portugal,21,0.0,0.0,3/7/20
1753,Israel,21,0.0,3.0,3/7/20
1752,Czechia,21,0.0,0.0,3/7/20
1751,San Marino,23,1.0,0.0,3/7/20
1750,Denmark,27,0.0,1.0,3/7/20
1749,Lebanon,28,0.0,1.0,3/7/20
1748,India,34,0.0,3.0,3/7/20
1747,UAE,45,0.0,7.0,3/7/20
1746,Taiwan,45,1.0,15.0,3/7/20
1745,Egypt,48,0.0,1.0,3/7/20
1744,Iceland,50,0.0,1.0,3/7/20
1743,Thailand,50,1.0,31.0,3/7/20
1742,Iraq,54,4.0,1.0,3/7/20
1741,Canada,60,0.0,8.0,3/7/20
1740,Kuwait,61,0.0,1.0,3/7/20
1739,Australia,64,2.0,22.0,3/7/20
1738,Greece,66,0.0,0.0,3/7/20
1737,Austria,81,0.0,2.0,3/7/20
1736,Bahrain,85,0.0,6.0,3/7/20
1735,Malaysia,93,0.0,23.0,3/7/20
1734,Hong Kong,108,2.0,51.0,3/7/20
1733,Singapore,138,0.0,90.0,3/7/20
1732,Norway,156,0.0,1.0,3/7/20
1731,Sweden,161,0.0,1.0,3/7/20
1730,Belgium,169,0.0,1.0,3/7/20
1729,Netherlands,188,1.0,0.0,3/7/20
1728,UK,209,2.0,18.0,3/7/20
1727,Switzerland,268,1.0,3.0,3/7/20
1726,USA,396,19.0,15.0,3/7/20
1725,Japan,461,6.0,76.0,3/7/20
1724,Spain,503,10.0,30.0,3/7/20
1723,Diamond Princess,696,6.0,245.0,3/7/20
1722,Germany,800,0.0,18.0,3/7/20
1721,France,949,16.0,12.0,3/7/20
1720,Iran,5823,145.0,1669.0,3/7/20
1719,Italy,5883,233.0,589.0,3/7/20
1718,S. Korea,7041,48.0,118.0,3/7/20
1717,China,80652,3070.0,55521.0,3/7/20
1716,Togo,1,0.0,0.0,3/8/20
1715,Serbia,1,0.0,0.0,3/8/20
1714,Paraguay,1,0.0,0.0,3/8/20
1713,Moldova,1,0.0,0.0,3/8/20
1712,Liechtenstein,1,0.0,0.0,3/8/20
1711,Vatican City,1,0.0,0.0,3/8/20
1710,Gibraltar,1,0.0,1.0,3/8/20
1709,Colombia,1,0.0,0.0,3/8/20
1708,Bhutan,1,0.0,0.0,3/8/20
1707,Ukraine,1,0.0,0.0,3/8/20
1706,Sri Lanka,1,0.0,1.0,3/8/20
1705,Nigeria,1,0.0,0.0,3/8/20
1704,Nepal,1,0.0,1.0,3/8/20
1703,Monaco,1,0.0,0.0,3/8/20
1702,Lithuania,1,0.0,0.0,3/8/20
1701,Jordan,1,0.0,0.0,3/8/20
1700,Armenia,1,0.0,0.0,3/8/20
1699,Andorra,1,0.0,0.0,3/8/20
1698,Faeroe Islands,2,0.0,0.0,3/8/20
1697,Cameroon,2,0.0,0.0,3/8/20
1696,Tunisia,2,0.0,0.0,3/8/20
1695,Morocco,2,0.0,0.0,3/8/20
1694,Cambodia,2,0.0,1.0,3/8/20
1693,South Africa,3,0.0,0.0,3/8/20
1692,Malta,3,0.0,0.0,3/8/20
1691,Bosnia and Herzegovina,3,0.0,0.0,3/8/20
1690,Bangladesh,3,0.0,0.0,3/8/20
1689,North Macedonia,3,0.0,0.0,3/8/20
1688,Latvia,3,0.0,1.0,3/8/20
1687,Maldives,4,0.0,0.0,3/8/20
1686,Bulgaria,4,0.0,0.0,3/8/20
1685,Senegal,4,0.0,1.0,3/8/20
1684,Afghanistan,4,0.0,0.0,3/8/20
1683,Slovakia,5,0.0,0.0,3/8/20
1682,French Guiana,5,0.0,0.0,3/8/20
1681,Costa Rica,5,0.0,0.0,3/8/20
1680,New Zealand,5,0.0,0.0,3/8/20
1679,Luxembourg,5,0.0,0.0,3/8/20
1678,Dominican Republic,5,0.0,0.0,3/8/20
1677,Peru,6,0.0,0.0,3/8/20
1676,Indonesia,6,0.0,0.0,3/8/20
1675,Belarus,6,0.0,0.0,3/8/20
1674,Hungary,7,0.0,0.0,3/8/20
1673,Pakistan,7,0.0,1.0,3/8/20
1672,Mexico,7,0.0,1.0,3/8/20
1671,Azerbaijan,9,0.0,0.0,3/8/20
1670,Chile,10,0.0,0.0,3/8/20
1669,Estonia,10,0.0,0.0,3/8/20
1668,Macao,10,0.0,10.0,3/8/20
1667,Philippines,10,1.0,2.0,3/8/20
1666,Poland,11,0.0,0.0,3/8/20
1665,Saudi Arabia,11,0.0,1.0,3/8/20
1664,Croatia,12,0.0,0.0,3/8/20
1663,Argentina,12,1.0,0.0,3/8/20
1662,Georgia,13,0.0,0.0,3/8/20
1661,Ecuador,14,0.0,0.0,3/8/20
1660,Romania,15,0.0,5.0,3/8/20
1659,Qatar,15,0.0,0.0,3/8/20
1658,Slovenia,16,0.0,0.0,3/8/20
1657,Oman,16,0.0,2.0,3/8/20
1656,Russia,17,0.0,3.0,3/8/20
1655,Palestine,19,0.0,0.0,3/8/20
1654,Algeria,20,0.0,0.0,3/8/20
1653,Ireland,21,0.0,0.0,3/8/20
1652,Finland,25,0.0,1.0,3/8/20
1651,Brazil,25,0.0,0.0,3/8/20
1650,Vietnam,30,0.0,16.0,3/8/20
1649,Portugal,30,0.0,0.0,3/8/20
1648,Lebanon,32,0.0,1.0,3/8/20
1647,Czechia,32,0.0,0.0,3/8/20
1646,Denmark,35,0.0,1.0,3/8/20
1645,San Marino,36,1.0,0.0,3/8/20
1644,Israel,39,0.0,3.0,3/8/20
1643,India,43,0.0,3.0,3/8/20
1642,UAE,45,0.0,7.0,3/8/20
1641,Taiwan,45,1.0,15.0,3/8/20
1640,Thailand,50,1.0,31.0,3/8/20
1639,Egypt,55,1.0,1.0,3/8/20
1638,Iceland,58,0.0,1.0,3/8/20
1637,Iraq,60,6.0,1.0,3/8/20
1636,Kuwait,64,0.0,1.0,3/8/20
1635,Canada,64,0.0,8.0,3/8/20
1634,Greece,73,0.0,0.0,3/8/20
1633,Australia,80,3.0,22.0,3/8/20
1632,Bahrain,85,0.0,14.0,3/8/20
1631,Malaysia,99,0.0,24.0,3/8/20
1630,Austria,104,0.0,2.0,3/8/20
1629,Hong Kong,115,3.0,59.0,3/8/20
1628,Singapore,150,0.0,90.0,3/8/20
1627,Norway,176,0.0,1.0,3/8/20
1626,Belgium,200,0.0,1.0,3/8/20
1625,Sweden,203,0.0,1.0,3/8/20
1624,Netherlands,265,3.0,0.0,3/8/20
1623,UK,273,3.0,18.0,3/8/20
1622,Switzerland,337,2.0,3.0,3/8/20
1621,Japan,502,7.0,76.0,3/8/20
1620,USA,538,22.0,15.0,3/8/20
1619,Spain,674,17.0,32.0,3/8/20
1618,Diamond Princess,696,7.0,245.0,3/8/20
1617,Germany,1040,0.0,18.0,3/8/20
1616,France,1209,19.0,12.0,3/8/20
1615,Iran,6566,194.0,2134.0,3/8/20
1614,S. Korea,7313,50.0,130.0,3/8/20
1613,Italy,7375,366.0,622.0,3/8/20
1612,China,80734,3119.0,58600.0,3/8/20
1611,Togo,1,0.0,0.0,3/9/20
1610,Serbia,1,0.0,0.0,3/9/20
1609,St. Barth,1,0.0,0.0,3/9/20
1608,Paraguay,1,0.0,0.0,3/9/20
1607,Moldova,1,0.0,0.0,3/9/20
1606,Liechtenstein,1,0.0,0.0,3/9/20
1605,Vatican City,1,0.0,0.0,3/9/20
1604,Gibraltar,1,0.0,1.0,3/9/20
1603,Channel Islands,1,0.0,0.0,3/9/20
1602,Brunei,1,0.0,0.0,3/9/20
1601,Bhutan,1,0.0,0.0,3/9/20
1600,Ukraine,1,0.0,0.0,3/9/20
1599,Sri Lanka,1,0.0,1.0,3/9/20
1598,Nepal,1,0.0,1.0,3/9/20
1597,Monaco,1,0.0,0.0,3/9/20
1596,Lithuania,1,0.0,0.0,3/9/20
1595,Jordan,1,0.0,0.0,3/9/20
1594,Armenia,1,0.0,0.0,3/9/20
1593,Andorra,1,0.0,0.0,3/9/20
1592,Saint Martin,2,0.0,0.0,3/9/20
1591,Martinique,2,0.0,0.0,3/9/20
1590,Faeroe Islands,2,0.0,0.0,3/9/20
1589,Cyprus,2,0.0,0.0,3/9/20
1588,Cameroon,2,0.0,0.0,3/9/20
1587,Albania,2,0.0,0.0,3/9/20
1586,Nigeria,2,0.0,0.0,3/9/20
1585,Morocco,2,0.0,0.0,3/9/20
1584,Cambodia,2,0.0,1.0,3/9/20
1583,Malta,3,0.0,0.0,3/9/20
